condition,velocity_seed,test_config_index,drift_ev_per_atom_mev,drift_fraction_pct,plateau_temperature_mean,plateau_temperature_std
water_absolute,0,0,0.018735777549257666,1.198654346596876e-05,1327.9506000875044,53.908566261668135
water_absolute,1,0,-0.010414135450294756,-6.662605140402072e-06,1357.7794394729167,57.46000723334734
water_absolute,2,0,2.675444568107347,0.0017116910560950659,1343.460953838774,49.78534231093865
water_absolute,3,0,-0.017436126446076134,-1.115513593491965e-05,1356.5760517000415,56.30203941026722
water_absolute,4,0,-0.061406700657092486,-3.928534583714932e-05,1322.060435272541,57.11619257304362
water_absolute+momentum,0,0,-0.09604300923153157,-6.145856484634779e-05,1189.9787139294192,51.69001564554192
water_absolute+momentum,1,0,-0.08195490005391548,-5.2443328413461274e-05,1179.3919784821835,49.02134774156299
water_absolute+momentum,2,0,-0.08028092990268003,-5.137314763569236e-05,1248.5606473670782,58.26102557261783
water_absolute+momentum,3,0,1.1726086438746581,0.0007503644463847294,1250.0978916313193,59.48300788537636
water_absolute+momentum,4,0,-0.0696809585936838,-4.458855237840183e-05,1266.0498349366628,50.42445317878624
