condition,velocity_seed,test_config_index,drift_ev_per_atom_mev,drift_fraction_pct,plateau_temperature_mean,plateau_temperature_std
water_absolute,0,1,-0.03903602021182451,-2.4967868068693485e-05,761.7710363114389,29.857391761236112
water_absolute,0,2,-0.03969177780997294,-2.5384501630684805e-05,681.2215658638656,24.13782943348056
water_absolute,0,3,-0.05405134019535277,-3.4574511200179096e-05,831.8755417014576,32.20190196161006
water_absolute,0,4,-0.031854708462712246,-2.038432922897758e-05,1066.1455656695834,47.55862677645406
water_absolute,0,5,0.0031158386756639325,1.993011195623206e-06,875.2958961132289,39.52399993966848
water_absolute+momentum,0,1,0.06196325411641131,3.963631201274967e-05,734.6503925830641,33.22756015764544
water_absolute+momentum,0,2,-0.01783092771271792,-1.1404548886023336e-05,636.0800651621128,34.19904794407902
water_absolute+momentum,0,3,-0.02927128552225137,-1.872515059259409e-05,757.784481629517,33.63821502220431
water_absolute+momentum,0,4,-0.042850884199197026,-2.742397922011952e-05,1044.3802049202818,40.87625298091012
water_absolute+momentum,0,5,0.009663570892826101,6.181901266552768e-06,777.5978643788608,31.914216690287624
