condition,n_replicates,drift_ev_per_atom_mev_mean,drift_ev_per_atom_mev_std,drift_fraction_pct_mean,drift_fraction_pct_std,plateau_temperature_mean_mean,plateau_temperature_mean_std,plateau_temperature_std_mean,plateau_temperature_std_std
water_absolute,5,-0.13123448110642735,0.095967879105097,-8.395468409000017e-05,6.13931599208344e-05,5051.512747794302,114.89528921266017,194.70358877606324,10.855407442891865
water_absolute+momentum,5,-0.14087924660088902,0.06258860747651748,-9.011842672683903e-05,4.003650319652386e-05,5285.433981475311,80.57191389277327,207.69250230170695,17.135816684739535
