condition,velocity_seed,test_config_index,drift_ev_per_atom_mev,drift_fraction_pct,plateau_temperature_mean,plateau_temperature_std
water_absolute,0,0,-0.1519941648287689,-9.723532290711336e-05,5199.48874625391,184.53230712347428
water_absolute,1,0,0.03219170580829692,2.0593953022877673e-05,4996.676685927724,182.54130502856813
water_absolute,2,0,-0.13924459318559457,-8.908049840449857e-05,5148.100138120671,198.85986730542734
water_absolute,3,0,-0.18168194041360644,-0.00011622819422653572,4973.567519129855,199.46199916977204
water_absolute,4,0,-0.21544341291246383,-0.0001378233579347309,4939.730649539353,208.12246525307438
water_absolute+momentum,0,0,-0.1395587180847239,-8.927391562804914e-05,5245.148738326901,192.69273650047253
water_absolute+momentum,1,0,-0.2311240225859971,-0.00014784659893702832,5396.735445318129,195.42174677432087
water_absolute+momentum,2,0,-0.09165736020122495,-5.863298762612939e-05,5236.755510035478,234.1693333278557
water_absolute+momentum,3,0,-0.07459241749074863,-4.771608718418551e-05,5342.59275667479,201.10211319424351
water_absolute+momentum,4,0,-0.1674637146417505,-0.00010712254425880279,5205.937457021256,215.0765817116421
