condition,velocity_seed,test_config_index,drift_ev_per_atom_mev,drift_fraction_pct,plateau_temperature_mean,plateau_temperature_std
water_absolute,0,1,-0.07526006366257813,-4.81189777985313e-05,655.6564020558639,32.00377989251443
water_absolute,0,2,-0.012927228662344229,-8.261871240900116e-06,460.3918757225922,16.722370675663825
water_absolute,0,3,-0.04425578720201884,-2.8298359480297318e-05,721.1080905310317,35.907724832449894
water_absolute,0,4,-0.06461288847958713,-4.133327571493692e-05,955.587400192159,35.51842144988822
water_absolute,0,5,-0.03320610814701771,-2.1234079238748037e-05,731.82031413369,29.684565664705076
water_absolute+momentum,0,1,0.039974397301042096,2.5564095704899244e-05,600.2413615718028,25.92844848104748
water_absolute+momentum,0,2,0.0989384043350583,6.325457497797845e-05,440.67142774550285,19.90016156997282
water_absolute+momentum,0,3,-0.10659464534986303,-6.817499170053667e-05,650.5955052168221,29.531940889718292
water_absolute+momentum,0,4,-0.12037480138360479,-7.701113615629014e-05,793.9645276609149,36.00679140966802
water_absolute+momentum,0,5,-0.05016359826489255,-3.20830810886907e-05,648.2490978162675,31.089061951880726
