condition,n_replicates,drift_ev_per_atom_mev_mean,drift_ev_per_atom_mev_std,drift_fraction_pct_mean,drift_fraction_pct_std,plateau_temperature_mean_mean,plateau_temperature_mean_std,plateau_temperature_std_mean,plateau_temperature_std_std
water_absolute,5,-0.04605241523070921,0.02481487133400521,-2.9449312694682737e-05,1.5870628544195318e-05,704.9128165270673,177.51107858500376,29.967372503044288,7.838350247002611
water_absolute+momentum,5,-0.027644048672451994,0.09478223854342578,-1.7690107652527963e-05,6.061731060237292e-05,626.744384002262,126.80640795392956,28.49128086045747,6.014353231625203
