epoch,lr,train_loss_momentum,train_loss_nve,train_loss_pbc,train_neg_dy_mse_loss,train_nve_weight_effective,train_total_mse_loss,train_total_with_physics,train_y_mse_loss,val_neg_dy_l1_loss,val_neg_dy_mse_loss,val_total_l1_loss,val_total_mse_loss,val_y_l1_loss,val_y_mse_loss
0,,,,,,,,,,,,,,,
0.0,5.611516462522559e-05,2.593592007826828e-10,0.0,0.0,588.22900390625,0.0,3787164672.0,3787853568.0,75743289344.0,5.491765975952148,56.73311233520508,6.249526500701904,75.70639038085938,20.646976470947266,436.1988220214844
1.0,5.611516462522559e-05,8.66996030524092e-10,3.800780003226922e-12,0.0,137.09564208984375,0.009978150017559528,687.0899047851562,687.1840209960938,11136.9814453125,3.7646260261535645,25.88336753845215,4.1811842918396,32.16512680053711,12.095785140991211,151.51852416992188
2.0,5.611516462522559e-05,7.764426879219855e-10,3.3997860950096825e-12,0.0,95.15290069580078,0.019956300035119057,471.0839538574219,471.1046142578125,7613.77392578125,4.497704982757568,36.01688766479492,9.344597816467285,549.073974609375,101.43556213378906,10297.158203125
3.0,5.611516462522559e-05,7.133901247513563e-10,3.937981451346273e-12,0.0,75.21878051757812,0.029932832345366478,444.56988525390625,444.5602722167969,7462.240234375,3.8080105781555176,28.355215072631836,4.773646354675293,53.9428825378418,23.12071990966797,540.108642578125
4.0,5.611516462522559e-05,7.336663498946905e-10,2.9358234593379606e-12,0.0,48.08742904663086,0.029932832345366478,362.3341064453125,362.3988037109375,6333.02099609375,2.0858328342437744,8.502176284790039,2.0589599609375,8.254483222961426,1.5483758449554443,3.5483272075653076
5.0,5.611516462522559e-05,5.8881211018047e-10,3.3919071978222304e-12,0.0,31.438796997070312,0.029932832345366478,246.341552734375,246.29034423828125,4329.49365234375,2.021639347076416,8.14634895324707,6.792762279510498,482.57275390625,97.44407653808594,9496.673828125
6.0,5.611516462522559e-05,5.799631330738464e-10,3.3087087757122102e-12,0.0,46.62128448486328,0.029932832345366478,370.4968566894531,370.5467834472656,6524.13232421875,1.7121257781982422,5.852787017822266,2.4205281734466553,18.227867126464844,15.880173683166504,253.3543701171875
7.0,5.611516462522559e-05,5.820439130665989e-10,3.19152256705868e-12,0.0,31.31715202331543,0.029932832345366478,282.4266357421875,282.4738464355469,5053.5068359375,3.0989010334014893,16.483415603637695,6.398894786834717,254.47682189941406,69.09878540039062,4776.35205078125
8.0,5.611516462522559e-05,5.587822426988964e-10,3.6210431354766204e-12,0.0,20.845672607421875,0.029932832345366478,231.93626403808594,231.9727783203125,4242.65771484375,2.017698049545288,7.972748279571533,5.734982013702393,299.21331787109375,76.36337280273438,5832.78369140625
9.0,5.611516462522559e-05,5.940619107747125e-10,3.228315618303279e-12,0.0,35.70729446411133,0.029932832345366478,299.895263671875,299.9352722167969,5319.466796875,1.6346795558929443,5.3973798751831055,3.8412303924560547,109.90450286865234,45.76569747924805,2095.539794921875
10.0,5.611516462522559e-05,5.852306417253317e-10,3.099198632103284e-12,0.0,24.529359817504883,0.029932832345366478,236.724365234375,236.74050903320312,4268.4296875,1.8458001613616943,6.4742302894592285,6.883480548858643,532.54443359375,102.59940338134766,10527.8779296875
11.0,5.611516462522559e-05,5.259528368384281e-10,2.7571991998570633e-12,0.0,23.474735260009766,0.029932832345366478,222.386474609375,222.39886474609375,4001.709228515625,7.050034046173096,109.19696807861328,10.018916130065918,324.88372802734375,66.42767333984375,4422.93212890625
12.0,5.611516462522559e-05,4.944900044989708e-10,3.1859272164869168e-12,0.0,16.763187408447266,0.029932832345366478,187.5343017578125,187.56600952148438,3432.185546875,1.8488974571228027,6.627798557281494,4.368988513946533,142.8756561279297,52.2507209777832,2731.58447265625
13.0,5.611516462522559e-05,5.453171247893351e-10,3.280235891939265e-12,0.0,22.504180908203125,0.029932832345366478,216.91964721679688,216.91783142089844,3910.813232421875,2.102970838546753,8.720154762268066,2.7718801498413086,20.356185913085938,15.481151580810547,241.4407501220703
14.0,5.611516462522559e-05,5.582668771708654e-10,3.1602251197859754e-12,0.0,17.171894073486328,0.029932832345366478,211.98251342773438,212.0135040283203,3913.384033203125,1.7473325729370117,6.245837211608887,2.9653913974761963,40.06267166137695,26.10850715637207,682.5825805664062
15.0,5.611516462522559e-05,5.010271642014175e-10,3.183597916539549e-12,0.0,13.484660148620605,0.029932832345366478,168.86843872070312,168.87876892089844,3121.160400390625,1.3280764818191528,3.6999518871307373,1.7068994045257568,7.51448917388916,8.904537200927734,79.9906997680664
16.0,5.611516462522559e-05,5.131677860426009e-10,3.0270261124065723e-12,0.0,26.372745513916016,0.029932832345366478,243.5140838623047,243.55763244628906,4369.19921875,1.1646488904953003,2.7831945419311523,2.4954288005828857,41.25685119628906,27.78024673461914,772.25634765625
17.0,5.611516462522559e-05,5.320090479266071e-10,3.568353945659908e-12,0.0,19.024311065673828,0.029932832345366478,193.15444946289062,193.1890106201172,3501.627197265625,1.216036081314087,3.0227115154266357,2.3407607078552246,31.007274627685547,23.71053123474121,562.7139892578125
18.0,5.611516462522559e-05,5.000309610814213e-10,2.98704377205139e-12,0.0,6.832468032836914,0.029932832345366478,116.52554321289062,116.52751922607422,2200.69384765625,1.2705756425857544,3.496241331100464,4.502871513366699,220.59259033203125,65.91649627685547,4345.4228515625
