condition,n_replicates,drift_ev_per_atom_mev_mean,drift_ev_per_atom_mev_std,drift_fraction_pct_mean,drift_fraction_pct_std,plateau_temperature_mean_mean,plateau_temperature_mean_std,plateau_temperature_std_mean,plateau_temperature_std_std
water_absolute,5,2970560.465409375,5487807.821311866,1900.5208748123598,3511.323163981295,3788334.443034067,7385572.694210055,6940388.453742847,13214190.697639666
water_absolute+momentum,5,4381.481683368823,5044.106008700196,2.8024963904884093,3.22624301603625,8472.811191010283,6242.684145554432,5585.640273192219,5522.744557883224
