r_angstrom,O-O_rollout,O-O_reference,O-H_rollout,O-H_reference,H-H_rollout,H-H_reference
0.010413841724395786,0.0,0.0,0.0,0.0,0.0,0.0
0.03124152517318736,0.0,0.0,0.0,0.0,0.0,0.0
0.05206920862197893,0.0,0.0,1.4570696811565218,0.0,0.0,0.0
0.0728968920707705,0.0,0.0,0.0,0.0,0.0,0.0
0.09372457551956208,0.0,0.0,0.45384137609793296,0.0,0.45384137609793296,0.0
0.11455225896835365,0.0,0.0,0.0,0.0,0.3042233400216914,0.0
0.13537994241714524,0.0,0.0,0.0,0.0,1.0899340134635396,0.0
0.15620762586593678,0.0,0.0,0.32762513540797533,0.0,0.9828754062239259,0.0
0.17703530931472838,0.0,0.0,0.1275775296865157,0.0,0.6378876484325785,0.0
0.19786299276351993,0.0,0.0,0.10215617690765283,0.0,0.7150932383535696,0.0
0.21869067621231153,0.0,0.0,0.16727688182461575,0.0,0.0,0.0
0.23951835966110308,0.0,0.0,0.1394676269117074,0.0,0.2789352538234148,0.0
0.2603460431098947,0.0,0.0,0.059028409257940104,0.0,0.1770852277738203,0.0
0.2811737265586863,0.10122239101270165,0.0,0.05061119550635083,0.0,0.2024447820254033,0.0
0.3020014100074778,0.0877474609888238,0.0,0.1754949219776476,0.0,0.13162119148323567,0.0
0.32282909345626937,0.0,0.0,0.19198560292631006,0.0,0.15358848234104805,0.0
0.34365677690506097,0.0,0.0,0.03388534142224469,0.0,0.06777068284448938,0.0
0.36448446035385257,0.06024880074423048,0.0,0.09037320111634574,0.0,0.06024880074423048,0.0
0.3853121438026441,0.053912996965869354,0.0,0.053912996965869354,0.0,0.13478249241467338,0.0
0.40613982725143566,0.0,0.0,0.09705284466949665,0.0,0.1213160558368708,0.0
0.42696751070022726,0.0,0.0,0.08781704660419958,0.0,0.04390852330209979,0.0
0.44779519414901886,0.0,0.0,0.11975915187587849,0.0,0.05987957593793925,0.0
0.4686228775978104,0.0,0.0,0.09112680691893979,0.0,0.05467608415136388,0.0
0.48945056104660195,0.03341499570546037,0.0,0.10024498711638109,0.0,0.15036748067457162,0.0
0.5102782444953935,0.0,0.0,0.10760148117369098,0.0,0.12297312134136111,0.0
0.5311059279441851,0.056759249496614886,0.0,0.014189812374153721,0.0,0.15608793611569094,0.0
0.5519336113929767,0.0,0.0,0.05255685608348156,0.0,0.09197449814609274,0.0
0.5727612948417682,0.0,0.0,0.06100556179368426,0.0,0.0732066741524211,0.0
0.5935889782905598,0.0,0.0,0.04544000647020749,0.0,0.09088001294041498,0.0
0.6144166617393514,0.0,0.0,0.031808874693957,0.0,0.10602958231318999,0.0
0.6352443451881429,0.01983828301108844,0.0,0.03967656602217688,0.0,0.07935313204435376,0.007960105929248885
0.6560720286369345,0.0,0.0,0.055796420440659564,0.0,0.11159284088131916,0.008615301810576344
0.6768997120857261,0.0,0.0,0.034943924193087936,0.0,0.07862382943444787,0.0
0.6977273955345177,0.01644450486603737,0.0,0.008222252433018684,0.0,0.04933351459811212,0.0
0.7185550789833093,0.015505082017347472,0.0,0.0,0.0,0.046515246052042415,0.005076760531221564
0.7393827624321008,0.0,0.0,0.03660979098383221,0.0,0.06589762377089799,0.0
0.7602104458808924,0.013852551384525352,0.0,0.041557654153576054,0.1092557287569328,0.16623061661430422,0.0
0.781038129329684,0.02624728508364439,0.0,0.11155096160548866,0.3020782984983288,0.38058563371284354,0.0046358294383638254
0.8018658127784755,0.03735235971482877,0.0,0.504256856150188,0.6310814913442344,0.7283710144391612,0.0059441888822656715
0.8226934962272671,0.059141901179179494,0.0,1.1000393619327395,0.8715594442437995,1.1355245026402474,0.0
0.8435211796760587,0.05625751664696996,0.0,2.04214785428501,1.3685184535515516,1.7833632777089488,0.0
0.8643488631248503,0.18216895955624404,0.0,3.616589638248963,2.494248981807968,2.084227213746442,0.00435290165153889
0.8851765465736419,0.12261003406668645,0.0,5.803541612489828,4.370445406841122,2.99372833179493,0.0
0.9060042300224334,0.13654413781491448,0.0,7.943942875017709,5.787027165398804,3.238046696753687,0.003055531024432
0.926831913471225,0.17707529200387287,0.0,10.941389095397192,7.249496422330054,3.59276447723647,0.0
0.9476595969200166,0.19612143832665463,0.0,15.19941147031574,10.707988671319054,3.556929722378873,0.003714351057428335
0.968487280368808,0.1451005108720692,0.0,16.848729909497933,18.372504033780125,3.260493832537086,0.0
0.9893149638175996,0.26993136063972206,0.0,12.36367429111939,10.235940435665793,3.464119128209766,0.0
1.0101426472663912,0.1961479661469032,0.0,8.579512039265541,7.979710170406513,2.883375102359477,0.006017603456619757
1.0309703307151827,0.1431103672690803,0.0,6.481393212370711,5.895018169144168,2.481835053429579,0.002843668117767379
1.0517980141639744,0.07960464340915255,0.0,4.399965744796802,3.9720363358520245,1.9177482275841278,0.0
1.072625697612766,0.0765433111377939,0.0,3.3748641728936457,2.7907645401069328,1.48911532577163,0.0
1.0934533810615576,0.03347965164103751,0.0,2.340227649708523,1.872453796210836,1.1282642603029622,0.0030989671097597852
1.1142810645103491,0.09027146504894257,0.0,1.6248863708809678,1.2094373564881882,0.9123865931732419,0.0
1.1351087479591406,0.06213516763993696,0.0,1.0749384001709084,0.8013854578303206,0.608924642871381,0.007842126733362815
1.1559364314079323,0.04793303571816714,0.0,0.7908950893497582,0.45522682197997205,0.43439313619588993,0.013541647461803414
