condition,velocity_seed,test_config_index,drift_ev_per_atom_mev,drift_fraction_pct,plateau_temperature_mean,plateau_temperature_std
water_absolute,0,1,-0.0547384169635734,-3.500724400797246e-05,622.5542238038414,29.86544142980555
water_absolute,0,2,0.01944065261720122,1.2428780870660444e-05,421.531168417487,20.130787049980274
water_absolute,0,3,0.012847868693673567,8.21755585126856e-06,671.2899481632257,29.14381054101967
water_absolute,0,4,-0.06876870285547436,-4.3998304605076196e-05,837.1126948601836,35.676555993082346
water_absolute,0,5,-0.030834667237892667,-1.972201281255117e-05,666.0975085674123,30.497039970932562
water_absolute+momentum,0,1,-0.0340585028766327,-2.1781596879741986e-05,586.2997804648603,30.548333744218713
water_absolute+momentum,0,2,-0.05238652979263255,-3.3492679280576575e-05,411.15946519201015,16.271512186248724
water_absolute+momentum,0,3,-0.03447655952489489,-2.205042042985281e-05,636.7550127057497,30.626443019069463
water_absolute+momentum,0,4,-0.02286944406174977,-1.4631650249111203e-05,784.1846626160187,36.124821082117606
water_absolute+momentum,0,5,0.014256603416621752,9.118166055953074e-06,639.0559997952319,29.567695144384412
