cumulative_wall_seconds,epoch,epoch_wall_seconds,global_step,lr,train_neg_dy_mse_loss,train_neg_dy_weight,train_total_mse_loss,train_y_mse_loss,train_y_weight,val_checkpoint_score,val_checkpoint_score_raw,val_neg_dy_l1_loss,val_neg_dy_mse_loss,val_total_l1_loss,val_total_mse_loss,val_y_l1_loss,val_y_mse_loss
512.79138594307,0.0,512.79138594307,80,9.999999747378752e-05,4.373870849609375,0.949999988079071,39751528.0,795030528.0,0.05000000074505806,inf,31152260.0,1.3234834671020508,4.200831890106201,1249.3006591796875,31152262.0,24960.865234375,623045120.0
767.6884585022926,1.0,254.89707255922258,120,9.999999747378752e-05,9.182093620300293,0.949999988079071,20388230.0,407764384.0,0.05000000074505806,inf,9436908.0,3.467100143432617,22.36250114440918,690.2011108398438,9436909.0,13738.1455078125,188737728.0
1023.2415373437107,2.0,255.55307884141803,160,9.999999747378752e-05,33.36093521118164,0.949999988079071,3094177.75,61882924.0,0.05000000074505806,inf,15293.041015625,6.337347507476807,73.22386932373047,33.160491943359375,15293.041015625,542.8002319335938,304469.5625
1279.193507719785,3.0,255.9519703760743,200,9.999999747378752e-05,35.870548248291016,0.949999988079071,3430.813232421875,67934.71875,0.05000000074505806,inf,21.73902702331543,2.614985227584839,15.097342491149902,2.9379725456237793,21.73902702331543,9.074731826782227,147.9310302734375
1534.834778625518,4.0,255.6412709057331,240,9.999999747378752e-05,8.529139518737793,0.949999988079071,479.1872253417969,9421.6904296875,0.05000000074505806,inf,79.51480102539062,1.4243851900100708,5.7717719078063965,3.0044801235198975,79.5147933959961,33.026283264160156,1480.63232421875
1789.5410505030304,5.0,254.70627187751234,280,9.999999747378752e-05,5.758716583251953,0.949999988079071,402.5754089355469,7942.091796875,0.05000000074505806,inf,181.7877655029297,1.2562799453735352,4.576758861541748,4.158957481384277,181.78778076171875,59.3098258972168,3548.796875
2045.5572298187762,6.0,256.01617931574583,320,9.999999747378752e-05,4.732602119445801,0.949999988079071,379.8397521972656,7506.8759765625,0.05000000074505806,inf,903.1116333007812,1.1534919738769531,4.036927700042725,7.795053005218506,903.1117553710938,133.98471069335938,17985.53125
2301.390063671395,7.0,255.83283385261893,360,9.999999747378752e-05,4.333764553070068,0.949999988079071,530.3406982421875,10524.4716796875,0.05000000074505806,inf,493.14300537109375,1.0976066589355469,3.7760868072509766,5.984403133392334,493.1429748535156,98.83353424072266,9791.1142578125
2556.99125755392,8.0,255.60119388252497,400,9.999999747378752e-05,3.985140085220337,0.949999988079071,486.30474853515625,9650.376953125,0.05000000074505806,inf,20.054367065429688,1.0445374250411987,3.5680184364318848,1.8753433227539062,20.054365158081055,17.66065788269043,333.29498291015625
2813.465866556391,9.0,256.47460900247097,440,9.999999747378752e-05,3.5887434482574463,0.949999988079071,98.43277740478516,1900.469482421875,0.05000000074505806,inf,108.35916900634766,0.9490320086479187,2.969956398010254,3.1613852977752686,108.35916900634766,45.19609451293945,2110.754150390625
3068.851740574464,10.0,255.38587401807308,480,9.999999747378752e-05,3.050748586654663,0.949999988079071,71.19795989990234,1365.9949951171875,0.05000000074505806,inf,186.7068634033203,0.8500438928604126,2.5157082080841064,3.834751844406128,186.70687866210938,60.5442008972168,3686.338623046875
3324.8166634049267,11.0,255.96492283046246,520,9.999999747378752e-05,2.79377818107605,0.949999988079071,135.56442260742188,2658.206298828125,0.05000000074505806,inf,363.86981201171875,0.9733330607414246,2.731778383255005,5.169321060180664,363.8697814941406,84.8930892944336,7225.4921875
3580.4760540425777,12.0,255.6593906376511,560,9.999999747378752e-05,2.4999966621398926,0.949999988079071,128.21656799316406,2516.83154296875,0.05000000074505806,inf,13.934788703918457,0.7763450741767883,2.1440024375915527,1.4844521284103394,13.934786796569824,14.938488960266113,237.959716796875
3836.0506030302495,13.0,255.57454898767173,600,9.999999747378752e-05,2.2434723377227783,0.949999988079071,218.48565673828125,4327.08740234375,0.05000000074505806,inf,944.7827758789062,0.7738457322120667,2.1024577617645264,7.598462104797363,944.7828369140625,137.26617431640625,18855.708984375
