condition,velocity_seed,test_config_index,drift_ev_per_atom_mev,drift_fraction_pct,plateau_temperature_mean,plateau_temperature_std
water_absolute,0,0,-0.17982369020804376,-0.00011507111778718193,740.1792258816008,29.844995284611393
water_absolute,1,0,-0.017537999895012035,-1.122271780559686e-05,766.0771492677653,30.12130222059255
water_absolute,2,0,-0.08575226373371454,-5.487469831139676e-05,737.0631374906475,27.21662214113688
water_absolute,3,0,-0.031040550879879447,-1.986330268765497e-05,754.1001240812341,30.999102833714257
water_absolute,4,0,-0.04014986961919931,-2.5691889932589326e-05,784.4893183416548,31.16907848442703
water_absolute+momentum,0,0,0.018105314893546165,1.1579373928300682e-05,857.2156612305766,32.008357819795634
water_absolute+momentum,1,0,-0.05907050323609534,-3.7778810321857415e-05,816.1528059893724,38.52592973752569
water_absolute+momentum,2,0,-0.04564566876297249,-2.9193471992865724e-05,862.0710671951875,33.56946233027483
water_absolute+momentum,3,0,0.005419229012204596,3.4659246224530825e-06,849.2194259347384,36.106685589635475
water_absolute+momentum,4,0,-0.04654826174525321,-2.9769737953141475e-05,846.4644039171943,29.801961344306726
