condition,n_replicates,drift_ev_per_atom_mev_mean,drift_ev_per_atom_mev_std,drift_fraction_pct_mean,drift_fraction_pct_std,plateau_temperature_mean_mean,plateau_temperature_mean_std,plateau_temperature_std_mean,plateau_temperature_std_std
water_absolute,5,-0.07086087486716981,0.06608101397238479,-4.534474530488397e-05,4.228604505817513e-05,756.3817910125805,19.52544851572411,29.870220192896422,1.5864007989116178
water_absolute+momentum,5,-0.025547977967714054,0.03476084967379367,-1.6339344343422168e-05,2.223149950142339e-05,846.2246728534138,17.925214314141435,34.002479364307675,3.416784425453151
