cumulative_wall_seconds,epoch,epoch_wall_seconds,global_step,lr,train_loss_momentum_per_molecule,train_loss_momentum_per_molecule_weighted,train_neg_dy_mse_loss,train_neg_dy_weight,train_total_mse_loss,train_total_with_momentum,train_y_mse_loss,train_y_weight,val_checkpoint_score,val_checkpoint_score_raw,val_neg_dy_l1_loss,val_neg_dy_mse_loss,val_total_l1_loss,val_total_mse_loss,val_y_l1_loss,val_y_mse_loss
1071.4899718370289,0.0,1071.4899718370289,80,9.999999747378752e-05,22.135412216186523,0.22135409712791443,3.7908148765563965,0.949999988079071,40462328.0,40462328.0,809246464.0,0.05000000074505806,inf,32790238.0,1.2045762538909912,3.416468858718872,1281.578125,32790238.0,25608.677734375,655804672.0
1606.7444634996355,1.0,535.2544916626066,120,9.999999747378752e-05,75.6824951171875,0.7568246126174927,6.834183692932129,0.949999988079071,22581948.0,22581956.0,451638848.0,0.05000000074505806,inf,11825093.0,2.59936785697937,14.535235404968262,771.3983764648438,11825095.0,15378.580078125,236501584.0
2140.4752344768494,2.0,533.730770977214,160,9.999999747378752e-05,267.54632568359375,2.6754651069641113,25.732515335083008,0.949999988079071,4563066.5,4563076.0,91260840.0,0.05000000074505806,inf,22643.615234375,2.6210761070251465,27.12004852294922,36.06809997558594,22643.615234375,671.5615844726562,452357.03125
2675.9212077073753,3.0,535.4459732305259,200,9.999999747378752e-05,286.8492431640625,2.8684895038604736,30.1249942779541,0.949999988079071,9292.8271484375,9295.701171875,185284.171875,0.05000000074505806,inf,263.8026123046875,3.1832735538482666,18.823339462280273,6.272858619689941,263.80267333984375,64.97496032714844,4918.4091796875
3206.473258079961,4.0,530.5520503725857,240,9.999999747378752e-05,101.31539154052734,1.0131534337997437,11.583244323730469,0.949999988079071,487.98187255859375,488.9952392578125,9539.5546875,0.05000000074505806,inf,82.02426147460938,1.4532092809677124,6.228291988372803,3.269728422164917,82.02424621582031,37.78359603881836,1522.1475830078125
3714.863284409046,5.0,508.39002632908523,280,9.999999747378752e-05,82.6363296508789,0.8263649344444275,5.536213397979736,0.949999988079071,475.308349609375,476.13494873046875,9400.978515625,0.05000000074505806,inf,498.63916015625,1.270949363708496,5.056805610656738,6.160447120666504,498.6391296386719,99.06089782714844,9876.7041015625
4233.505039466545,6.0,518.6417550574988,320,9.999999747378752e-05,70.50104522705078,0.7050104141235352,4.955076694488525,0.949999988079071,423.51324462890625,424.2181091308594,8376.119140625,0.05000000074505806,inf,847.3893432617188,1.2540637254714966,4.856301784515381,7.671966075897217,847.3895263671875,129.6121063232422,16855.517578125
4767.518205419183,7.0,534.0131659526378,360,9.999999747378752e-05,66.91980743408203,0.6691985130310059,4.747734069824219,0.949999988079071,416.4228820800781,417.0916442871094,8238.2509765625,0.05000000074505806,inf,97.96742248535156,1.1867941617965698,4.461758136749268,3.2636172771453857,97.9674301147461,42.7232551574707,1874.5750732421875
5292.1272764559835,8.0,524.6090710368007,400,9.999999747378752e-05,65.9234619140625,0.6592339873313904,4.111257076263428,0.949999988079071,234.7845001220703,235.4434051513672,4617.57568359375,0.05000000074505806,inf,126.36553955078125,1.0190784931182861,3.666034698486328,3.426866054534912,126.36553955078125,49.17481994628906,2457.656005859375
5808.258504161611,9.0,516.1312277056277,440,9.999999747378752e-05,58.698524475097656,0.5869852900505066,3.1339516639709473,0.949999988079071,194.43679809570312,195.0238037109375,3829.19091796875,0.05000000074505806,inf,326.77130126953125,0.8715484142303467,2.7826087474823,4.813368797302246,326.77130126953125,79.70796203613281,6482.55615234375
