condition,n_replicates,drift_ev_per_atom_mev_mean,drift_ev_per_atom_mev_std,drift_fraction_pct_mean,drift_fraction_pct_std,plateau_temperature_mean_mean,plateau_temperature_mean_std,plateau_temperature_std_mean,plateau_temperature_std_std
water_absolute,5,-0.06476338893814197,0.08284066640017795,-4.143336946899462e-05,5.299856607895953e-05,1682.2951622416588,88.5548016645912,74.46051646753509,11.248913248827215
water_absolute+momentum,5,-0.0927208369754832,0.03659030604980755,-5.931999967146296e-05,2.3409655558094902e-05,1072.2441280838318,21.718039118331852,40.523968672773975,2.157282513206669
