condition,n_replicates,drift_ev_per_atom_mev_mean,drift_ev_per_atom_mev_std,drift_fraction_pct_mean,drift_fraction_pct_std,plateau_temperature_mean_mean,plateau_temperature_mean_std,plateau_temperature_std_mean,plateau_temperature_std_std
water_absolute,5,-0.03754200569498304,0.04025271887682269,-2.401479442287076e-05,2.5745523646486573e-05,1121.6178352754723,264.84101192809123,46.38578468789378,14.82275276652582
water_absolute+momentum,5,-0.021967930289671738,0.0594249718733283,-1.405011394809451e-05,3.800552143076211e-05,828.5095103074002,173.88162901549683,32.246968420473834,8.222862320954988
