condition,n_replicates,drift_ev_per_atom_mev_mean,drift_ev_per_atom_mev_std,drift_fraction_pct_mean,drift_fraction_pct_std,plateau_temperature_mean_mean,plateau_temperature_mean_std,plateau_temperature_std_mean,plateau_temperature_std_std
water_absolute,5,-0.00322257135773422,0.0465423123373669,-2.0612348106654648e-06,2.9769880617944945e-05,821.2933494695969,14.677369896754133,31.511378857142947,2.625929364269693
water_absolute+momentum,5,-0.035221658284475175,0.027659471149692867,-2.2526216804703006e-05,1.7689590688264892e-05,901.6949439490273,20.149243990255602,38.0910649547937,5.676990721452478
