condition,n_replicates,drift_ev_per_atom_mev_mean,drift_ev_per_atom_mev_std,drift_fraction_pct_mean,drift_fraction_pct_std,plateau_temperature_mean_mean,plateau_temperature_mean_std,plateau_temperature_std_mean,plateau_temperature_std_std
water_absolute,5,-0.021216583839607967,0.06389314957002652,-1.3574110827615212e-05,4.0855620816348864e-05,696.7803601404944,153.0009852455317,32.03617659320747,8.177672689320977
water_absolute+momentum,5,-0.001874340928983048,0.05386976539375488,-1.2056755642595464e-06,3.445610236514094e-05,734.9827332265843,160.73462747709894,31.35901254727229,9.936190803461573
