condition,velocity_seed,test_config_index,drift_ev_per_atom_mev,drift_fraction_pct,plateau_temperature_mean,plateau_temperature_std
water_absolute,0,0,0.021752105036891105,1.3914868485539601e-05,828.0261828020217,40.99926208357876
water_absolute,1,0,-0.01650009014989943,-1.0555110843062398e-05,837.9221844239636,31.849968641511598
water_absolute,2,0,0.008310913642617379,5.316597963273462e-06,857.2706521882516,33.78916367545197
water_absolute,3,0,-0.0077000822784611955,-4.925789197228513e-06,865.2108507264383,34.37815163569486
water_absolute,4,0,-0.017806809144834308,-1.1390860921914977e-05,849.8918142414217,27.410417283330407
water_absolute+momentum,0,0,0.0070324007500251655,4.498701640897585e-06,977.8692233651294,36.70594684467112
water_absolute+momentum,1,0,-0.016481318539263157,-1.0543241229779269e-05,1017.8449277569733,36.25605258364218
water_absolute+momentum,2,0,0.00830349161636453,5.31191982389684e-06,979.5530820995809,38.58619090442431
water_absolute+momentum,3,0,-0.07773331297282009,-4.97271337462851e-05,1008.7227249034729,41.59345694188869
water_absolute+momentum,4,0,-0.015295766938076365,-9.784697044092955e-06,990.6964221231651,42.105423063276376
