condition,velocity_seed,test_config_index,drift_ev_per_atom_mev,drift_fraction_pct,plateau_temperature_mean,plateau_temperature_std
water_absolute,0,1,-0.03497640328002186,-2.2367172422706427e-05,721.4948573762366,29.19265842464712
water_absolute,0,2,-0.01214083639903644,-7.761172258740715e-06,542.5500538325927,19.048911789241664
water_absolute,0,3,-0.04713710696554093,-3.0146938848938675e-05,795.5730978066296,29.97829791545656
water_absolute,0,4,-0.16093895777657963,-0.00010296024096663477,968.0658658895323,35.75769451909412
water_absolute,0,5,-0.06338566422906904,-4.054011880519659e-05,791.7404820735615,35.58523619785858
water_absolute+momentum,0,1,0.023992721764898306,1.5342377232480462e-05,786.0667359916994,28.877292296302883
water_absolute+momentum,0,2,0.0706848182782475,4.5185400926628826e-05,600.5320848689867,23.07832665308661
water_absolute+momentum,0,3,-0.04558324381302251,-2.9152767393520705e-05,862.7400840768694,32.13052410969582
water_absolute+momentum,0,4,-0.11742940265927852,-7.512499469922364e-05,1032.1625830225832,38.0197305799951
water_absolute+momentum,0,5,-0.013664889687940255,-8.739231243006033e-06,862.5673795922856,32.68082998826526
