condition,n_seeds,energy_mae_mean,energy_mae_std,force_mae_mean,force_mae_std,mean_per_molecule_momentum_violation_mean,mean_per_molecule_momentum_violation_std,max_per_molecule_momentum_violation_mean,max_per_molecule_momentum_violation_std,final_epoch_mean,final_epoch_std,total_wall_seconds_mean,total_wall_seconds_std
water_absolute,2,3.0042358398437496,0.7823922468299688,0.7682133059948683,0.042307011276755915,61.38908771858551,1.7880278093608557,2220.7547607421875,190.61758547769924,66.0,2.8284271247461903,17569.65935994312,759.0302670619182
water_absolute+momentum,2,2.374542236328125,0.22634840238104073,0.6892734746448695,0.02171501637899631,54.949041352444326,9.490958979469157,1836.2745971679688,1003.3783940147626,68.0,0.0,36984.70051571634,219.2843289690772
