condition,n_replicates,drift_ev_per_atom_mev_mean,drift_ev_per_atom_mev_std,drift_fraction_pct_mean,drift_fraction_pct_std,plateau_temperature_mean_mean,plateau_temperature_mean_std,plateau_temperature_std_mean,plateau_temperature_std_std
water_absolute,5,-0.0356563007509673,0.01525559925006487,-2.2805569510253948e-05,9.75643942723563e-06,742.35436794145,136.18440236148365,27.00083819265351,2.0459655733277646
water_absolute+momentum,5,-0.007479801744617968,0.0609834049781892,-4.788245692746985e-06,3.899561501116951e-05,837.5641282777846,170.32838180800877,40.17240811094983,17.439644199029043
