cumulative_wall_seconds,epoch,epoch_wall_seconds,global_step,lr,train_loss_momentum,train_loss_momentum_raw,train_loss_momentum_weighted,train_loss_pbc,train_loss_pbc_raw,train_loss_pbc_weighted,train_momentum_to_supervised_ratio,train_neg_dy_mse_loss,train_physics_to_supervised_ratio,train_short_rollout_failure_rate,train_short_rollout_max_abs_drift_eV,train_short_rollout_mean_abs_drift_eV,train_short_rollout_success_count,train_total_mse_loss,train_total_with_physics,train_y_mse_loss,val_energy_mae,val_energy_rmse,val_force_mae,val_force_rmse,val_neg_dy_l1_loss,val_neg_dy_mse_loss,val_rollout_fail_energy_numerical_blowup_count,val_rollout_fail_exception_count,val_rollout_fail_force_or_energy_numerical_blowup_count,val_rollout_fail_initial_force_or_energy_numerical_blowup_count,val_rollout_fail_no_valid_start_count,val_rollout_fail_position_numerical_blowup_count,val_rollout_failure_rate,val_rollout_median_abs_final_drift_eV,val_rollout_median_max_abs_drift_eV,val_rollout_median_mean_abs_drift_eV,val_rollout_score,val_rollout_success_count,val_total_l1_loss,val_total_mse_loss,val_y_l1_loss,val_y_mse_loss
5171.474249979947,0.0,5171.474249979947,10590,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.7166137695312,0.0,0.0,14.5,10.615625381469727,3.0,1229594496.0,1229817344.0,24591880192.0,20.042724609375,20.190723419189453,3.767138957977295,5.348751544952393,3.65091872215271,26.312665939331055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5625,72.9375,26.996875762939453,63.46562576293945,6.0,4.466883182525635,45.20367431640625,19.970197677612305,404.1328430175781
7790.646428604145,1.0,2619.172178624198,15885,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0553894042969,0.0,0.0,12.46875,8.587499618530273,3.0,4902.1357421875,4902.986328125,90859.6640625,100.322021484375,100.35247802734375,4.792699337005615,6.654882907867432,4.672302722930908,41.81971740722656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78125,18.453125,11.811249732971191,21.037813186645508,6.0,9.47121524810791,546.5562744140625,100.65055847167969,10136.5498046875
10404.293349842075,2.0,2613.6469212379307,21180,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.589111328125,0.0,0.0,16.375,13.065625190734863,3.0,2811.877685546875,2812.27490234375,53775.359375,28.24755859375,28.29547691345215,3.693056344985962,5.111363887786865,3.649620294570923,25.479806900024414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.875,46.515625,17.625,40.8828125,6.0,4.88882303237915,64.78186798095703,28.43368148803711,811.5209350585938
13023.979098018259,3.0,2619.6857481761836,26475,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.14844512939453,0.0,0.0,23.625,12.028124809265137,3.0,2252.51708984375,2252.268798828125,43394.5234375,366.298095703125,366.3300476074219,13.679855346679688,22.765127182006836,13.512765884399414,510.78955078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78280.3671875,78286.2265625,17025.13671875,56168.25,6.0,31.162378311157227,7202.64794921875,366.5050048828125,134347.96875
15647.49758174317,4.0,2623.5184837249108,31770,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.29884338378906,0.0,0.0,25.0625,13.915624618530273,3.0,1418.3438720703125,1418.2301025390625,27050.19921875,29.955078125,30.116121292114258,7.278666019439697,11.08713436126709,7.213518142700195,119.76541137695312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80235.8359375,80235.8359375,23593.04296875,63710.9609375,6.0,8.360140800476074,159.69131469726562,30.14598274230957,918.283447265625
18263.71296718018,5.0,2616.2153854370117,37065,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.44798278808594,0.0,0.0,15.09375,11.234375,3.0,1627.670166015625,1627.8795166015625,31480.888671875,191.50732421875,191.50970458984375,1.6615819931030273,2.3877944946289062,1.6266945600509644,5.5884504318237305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.84375,75.296875,36.06437683105469,73.71281433105469,6.0,11.12509536743164,1840.7847900390625,191.59471130371094,36709.51171875
20892.64739727089,6.0,2628.9344300907105,42360,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.996976852416992,0.0,0.0,16.5,12.221875190734863,3.0,1013.7034301757812,1013.8869018554688,19856.126953125,141.35302734375,141.35523986816406,1.3063936233520508,1.880294919013977,1.2774667739868164,3.519841432571411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87202.265625,87202.265625,6357.42138671875,49958.5546875,6.0,8.283348083496094,1003.004150390625,141.39511108398438,19993.20703125
23516.09565371787,7.0,2623.44825644698,47655,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.97232437133789,0.0,0.0,15.78125,11.971875190734863,3.0,1269.8140869140625,1270.0013427734375,24560.806640625,62.224853515625,62.239898681640625,2.6109519004821777,3.8665223121643066,2.548502206802368,14.376726150512695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.546875,59.5625,24.251249313354492,54.032501220703125,6.0,5.528162479400635,206.82168579101562,62.1417236328125,3863.275634765625
26121.08507017512,8.0,2604.989416457247,52950,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.42090606689453,0.0,0.0,15.875,12.393750190734863,3.0,1561.71142578125,1561.371337890625,30333.232421875,238.437744140625,238.43943786621094,1.6033974885940552,2.3543412685394287,1.5734267234802246,5.384772777557373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,26.125,16.599374771118164,29.661874771118164,6.0,13.414056777954102,2846.547607421875,238.38601684570312,56828.640625
28742.532192524057,9.0,2621.447122348938,58245,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.38559341430664,0.0,0.0,13.625,7.403124809265137,3.0,1434.941650390625,1435.1365966796875,27950.5078125,10.802001953125,10.843982696533203,1.9552909135818481,2.733165979385376,1.930859923362732,7.757707595825195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.203125,62.375,23.9168758392334,55.104373931884766,6.0,2.37446665763855,13.252508163452148,10.802996635437012,117.6536865234375
31365.514267118182,10.0,2622.982074594125,63540,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02328109741211,0.0,0.0,15.53125,11.659375190734863,3.0,1329.6893310546875,1328.8529052734375,26194.341796875,222.863037109375,222.86521911621094,1.8228576183319092,2.761068344116211,1.778496265411377,7.090246677398682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.578125,31.375,18.015625,33.703125,6.0,12.839776039123535,2493.33349609375,223.00408935546875,49731.953125
33988.79910096992,11.0,2623.284833851736,68835,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.929418563842773,0.0,0.0,14.9375,11.818750381469727,3.0,1060.326416015625,1060.3363037109375,20751.8671875,186.03857421875,186.04180908203125,3.0019187927246094,4.402836799621582,2.94334077835083,19.030866622924805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28125,23.84375,16.57437515258789,28.49625015258789,6.0,12.0908842086792,1745.97607421875,185.89419555664062,34557.93359375
36612.412485248875,12.0,2623.613384278957,74130,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.95527267456055,0.0,0.0,15.875,9.074999809265137,3.0,1560.1455078125,1560.424560546875,30291.7578125,38.721435546875,38.72732162475586,1.190409779548645,1.7372760772705078,1.1664773225784302,3.3471274375915527,0.0,0.0,0.0,0.0,0.0,1.0,0.1666666716337204,10.375,25.15625,14.737500190734863,35.64896011352539,5.0,3.045015573501587,78.23084259033203,38.73724365234375,1501.0213623046875
39230.134291846305,13.0,2617.7218065974303,79425,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.61605453491211,0.0,0.0,14.59375,11.984375,3.0,1328.966796875,1329.154296875,25902.62890625,83.597412109375,83.60076141357422,1.8010022640228271,2.5763967037200928,1.7773092985153198,6.777067184448242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15722.8125,15734.1875,673.0462646484375,8540.1396484375,6.0,5.873047351837158,356.6895751953125,83.69207000732422,7005.02734375
41843.16385808913,14.0,2613.0295662428252,84720,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59285306930542,0.0,0.0,17.71875,9.462499618530273,3.0,1054.447998046875,1054.569091796875,20982.697265625,1.201904296875,1.3530547618865967,1.0958294868469238,1.6423602104187012,1.0637339353561401,2.625694513320923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18060.75,18068.078125,9419.5859375,18453.625,6.0,1.0722910165786743,2.5893425941467285,1.2348780632019043,1.8986587524414062
44448.50226989994,15.0,2605.338411810808,90015,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.17116928100586,0.0,0.0,15.65625,12.359375,3.0,1688.744140625,1689.050048828125,32954.62890625,26.376220703125,26.384380340576172,1.2111842632293701,1.8123090267181396,1.2026399374008179,3.4584436416625977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.78125,75.578125,31.00749969482422,68.79656219482422,6.0,2.460667133331299,38.058982849121094,26.36318016052246,695.46923828125
47055.386023691855,16.0,2606.883753791917,95310,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.197535037994385,0.0,0.0,11.03125,5.9375,3.0,590.33056640625,590.3948974609375,11707.857421875,4.49365234375,4.532356262207031,0.9449459314346313,1.3742181062698364,0.9390798211097717,2.18078875541687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.078125,62.3125,24.018125534057617,55.174373626708984,6.0,1.1178511381149292,3.1077632904052734,4.514505863189697,20.72028350830078
49667.98775705928,17.0,2612.6017333674245,100605,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.932365417480469,0.0,0.0,17.5625,12.059374809265137,3.0,496.8152160644531,496.9070739746094,9728.58984375,98.493408203125,98.49468994140625,0.8808465003967285,1.2822107076644897,0.8703652024269104,1.8214631080627441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6875,28.390625,15.733750343322754,29.929061889648438,6.0,5.750817775726318,486.65264892578125,98.47943115234375,9698.4443359375
52278.039695190266,18.0,2610.051938130986,105900,9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95533561706543,0.0,0.0,15.46875,11.862500190734863,3.0,939.131103515625,939.0577392578125,18479.46875,256.802490234375,256.8043518066406,2.2219433784484863,3.0830159187316895,2.218374490737915,9.387677192687988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.296875,26.328125,19.250625610351562,32.41468811035156,6.0,14.943338394165039,3304.16015625,256.7176513671875,65904.84375
