attr.best_model_path,attr.best_model_score,attr.epoch,attr.lr,attr.objective_metric_value,attr.post_test.test_neg_dy_l1_loss,attr.post_test.test_total_l1_loss,attr.post_test.test_y_l1_loss,attr.test.test_neg_dy_l1_loss,attr.test.test_total_l1_loss,attr.test.test_y_l1_loss,attr.train_loss_momentum,attr.train_loss_nve,attr.train_loss_pbc,attr.train_neg_dy_mse_loss,attr.train_nve_weight_effective,attr.train_total_mse_loss,attr.train_total_with_physics,attr.train_y_mse_loss,attr.val_neg_dy_l1_loss,attr.val_neg_dy_mse_loss,attr.val_total_l1_loss,attr.val_total_mse_loss,attr.val_y_l1_loss,attr.val_y_mse_loss,objective,param.baseline_cutoff_A,param.baseline_epsilon_eV,param.baseline_sigma_A,param.batch_size,param.embedding_dimension,param.energy_weight,param.force_weight,param.lr,param.momentum_weight,param.num_layers,param.num_rbf,param.nve_dt_fs,param.nve_freq,param.nve_loss_mode,param.nve_ramp_epochs,param.nve_relative,param.nve_relative_eps,param.nve_warmup_epochs,param.nve_weight,param.traj_length,param.weight_decay,status,trial
,,,,,,,,,,,,,,,,,,,,,,,,,,5.159725093210579,0.0032877474139911193,1.2871346474483567,32,64,0.2097862337921012,0.8009613865627863,0.000291063591313307,0.009091248360355032,2,64,0.1,50,total_energy,5,False,6.245139574743075e-05,0,0.00917022549267169,30,2.4810409748678096e-06,fail,0
/home/lachmadh/projects/MDPinn/results/experiments/aspirin_optuna_physics/optuna/aspirin_optuna_physics_screen/trial_0001/checkpoints/trial_0001.ckpt,320.5074157714844,3.0,0.00029106359579600394,438.884521484375,11.371803283691406,14.33755111694336,24.92620849609375,11.371803283691406,14.33755111694336,24.92620849609375,1.1358537443939554e-09,0.9252394437789917,0.0,196.19525146484375,0.007336228620260954,3810.91357421875,3810.922607421875,17416.626953125,6.362233638763428,75.08550262451172,13.977465629577637,438.884521484375,42.33624267578125,1805.3802490234375,438.884521484375,5.159725093210579,0.0032877474139911193,1.2871346474483567,32,64,0.2097862337921012,0.8009613865627863,0.000291063591313307,0.009091248360355032,2,64,0.1,50,total_energy,5,False,6.245139574743075e-05,0,0.00917022549267169,30,2.4810409748678096e-06,complete,1
,,,,,,,,,,,,,,,,,,,,,,,,,,3.4424625102595976,0.010370844668954535,1.8828113525346752,16,128,0.24270031066349407,0.9360318776066675,1.7541893487450798e-05,0.046974947078209456,2,32,0.5,50,potential_only,3,False,6.235377135673148e-08,2,0.04474136752138244,40,9.565499215943814e-07,fail,2
/home/lachmadh/projects/MDPinn/results/experiments/aspirin_optuna_physics/optuna/aspirin_optuna_physics_screen/trial_0003/checkpoints/trial_0003.ckpt,91.60906982421875,3.0,5.611516462522559e-05,91.60906982421875,7.19093132019043,7.123655319213867,5.8454108238220215,7.19093132019043,7.123655319213867,5.8454108238220215,8.670293372148308e-10,2.738627900844559e-12,0.0,415.7288513183594,0.029932770878076553,13513220.0,13513069.0,270256512.0,7.136220932006836,94.277587890625,7.059691905975342,91.60906982421875,5.605633735656738,40.90745544433594,91.60906982421875,,0.0018410729205738682,,,,,,5.6115164153345e-05,0.03659969709057025,,,,,,,,,,0.02993292420985183,,6.351221010640702e-05,complete,3
/home/lachmadh/projects/MDPinn/results/experiments/aspirin_optuna_physics/optuna/aspirin_optuna_physics_screen/trial_0004/checkpoints/trial_0004.ckpt,5752658944.0,3.0,2.051110459433403e-05,5752658944.0,19.47234344482422,16978.2421875,339194.875,19.47234344482422,16978.2421875,339194.875,7.857097676471081e-13,1.1916517577391372e-13,0.0,736.0643310546875,0.030055927112698555,6369933824.0,6369933312.0,127398658048.0,19.530269622802734,690.5036010742188,16978.298828125,5752658944.0,339194.875,115053158400.0,5752658944.0,,0.01595857358814127,,,,,,2.0511104188433963e-05,0.04330880728874676,,,,,,,,,,0.03005575058716044,,1.7073967431528076e-08,complete,4
/home/lachmadh/projects/MDPinn/results/experiments/aspirin_optuna_physics/optuna/aspirin_optuna_physics_screen/trial_0005/checkpoints/trial_0005.ckpt,7452166144.0,3.0,1.0994335752911866e-05,7452166144.0,19.439512252807617,19321.541015625,386061.4375,19.439512252807617,19321.541015625,386061.4375,9.5265624815849e-13,2.0463612629504496e-13,0.0,730.4479370117188,0.01061704009771347,7635027456.0,7635027968.0,152700534784.0,19.575843811035156,692.6017456054688,19321.662109375,7452166144.0,386061.28125,149043314688.0,7452166144.0,,0.0020366442026830914,,,,,,1.0994335574766187e-05,0.04162213204002109,,,,,,,,,,0.010616955533913808,,7.579479953348007e-05,complete,5
/home/lachmadh/projects/MDPinn/results/experiments/aspirin_optuna_physics/optuna/aspirin_optuna_physics_screen/trial_0006/checkpoints/trial_0006.ckpt,5350355968.0,3.0,2.3270677047548816e-05,5350355968.0,19.489452362060547,16374.48046875,327119.3125,19.489452362060547,16374.48046875,327119.3125,6.636791810565867e-13,1.1394426797494556e-13,0.0,740.4229125976562,0.021597016602754593,6078020608.0,6078024192.0,121560408064.0,19.629859924316406,698.8045043945312,16374.6181640625,5350355968.0,327119.40625,107007098880.0,5350355968.0,,0.003124565071260871,,,,,,2.3270677083837777e-05,0.026237821581611892,,,,,,,,,,0.02159725093210579,,1.6480446427978958e-07,complete,6
/home/lachmadh/projects/MDPinn/results/experiments/aspirin_optuna_physics/optuna/aspirin_optuna_physics_screen/trial_0007/checkpoints/trial_0007.ckpt,814.7783203125,3.0,0.00016738085832912475,1429.420654296875,6.564709663391113,12.161785125732422,118.50621032714844,6.564709663391113,12.161785125732422,118.50621032714844,1.1296755753065213e-09,3.840790532838589e-12,0.0,225.08370971679688,0.018318166956305504,3039.82958984375,3039.8310546875,56520.0,8.092428207397461,123.5379638671875,15.783230781555176,1429.420654296875,161.90846252441406,26241.189453125,1429.420654296875,,0.005954553793888988,,,,,,0.00016738085788752134,0.014607232426760909,,,,,,,,,,0.018318092164684587,,3.613894271216526e-08,complete,7
/home/lachmadh/projects/MDPinn/results/experiments/aspirin_optuna_physics/optuna/aspirin_optuna_physics_screen/trial_0008/checkpoints/trial_0008.ckpt,1857.2310791015625,3.0,0.00037183641688898206,27202.431640625,7.371786117553711,16.517196655273438,190.27996826171875,7.371786117553711,16.517196655273438,190.27996826171875,1.0664116256720035e-09,3.349410158948185e-12,0.0,167.9127197265625,0.029621031135320663,4649.14013671875,4649.140625,89792.4609375,14.907641410827637,435.3573303222656,50.758426666259766,27202.431640625,731.9234619140625,535776.875,27202.431640625,,0.0011992724522955163,,,,,,0.00037183641805732076,0.02571172192068058,,,,,,,,,,0.029620728443102123,,6.290644294586131e-08,complete,8
/home/lachmadh/projects/MDPinn/results/experiments/aspirin_optuna_physics/optuna/aspirin_optuna_physics_screen/trial_0009/checkpoints/trial_0009.ckpt,51.82218933105469,3.0,0.0001640928676351905,51.82218933105469,5.093736171722412,5.370411396026611,10.627249717712402,5.093736171722412,5.370411396026611,10.627249717712402,1.4266039460864022e-09,3.142613339696121e-12,0.0,198.12710571289062,0.047443632036447525,1711.1258544921875,1711.125244140625,30458.10546875,5.025424003601074,48.874549865722656,5.276373386383057,51.82218933105469,10.044414520263672,107.8273696899414,51.82218933105469,,0.043709904681305034,,,,,,0.000164092867306479,0.003252579649263976,,,,,,,,,,0.04744427686266667,,4.809461967501564e-08,complete,9
