condition,velocity_seed,test_config_index,drift_ev_per_atom_mev,drift_fraction_pct,plateau_temperature_mean,plateau_temperature_std
water_absolute,0,0,-0.011156528538928493,-7.137526976272294e-06,871.9519795818255,29.63426244350051
water_absolute,1,0,0.04191471928531124,2.6815375478744634e-05,848.2205678121616,34.42245006675876
water_absolute,2,0,-0.06201237649368825,-3.96738529352231e-05,879.6154943264862,34.52042266822256
water_absolute,3,0,-0.016006173988595645,-1.0240209203084633e-05,865.3871830529728,42.99434063976522
water_absolute,4,0,-0.05796751353652022,-3.7084803696179946e-05,826.4555692457596,30.589423295782726
water_absolute+momentum,0,0,0.04107731376734591,2.6282301792257963e-05,834.8578166101574,30.493191890146775
water_absolute+momentum,1,0,-0.03490566344529119,-2.233345127366265e-05,814.826123815643,31.013060422970902
water_absolute+momentum,2,0,1.9107539734856498,0.0012225686605299708,857.6954705103221,27.998871057901276
water_absolute+momentum,3,0,-0.007697784894844517,-4.925266648481592e-06,824.994255140472,34.9971810210154
water_absolute+momentum,4,0,0.004927005250010552,3.15236795561222e-06,771.5949273852248,33.20808374247634
