condition,velocity_seed,test_config_index,drift_ev_per_atom_mev,drift_fraction_pct,plateau_temperature_mean,plateau_temperature_std
water_absolute,0,1,-0.01766533360599472,-1.129695202808462e-05,642.7849099110259,29.007891569079483
water_absolute,0,2,0.005362610276430739,3.428392289482946e-06,466.09630370452254,19.240289114793857
water_absolute,0,3,0.013154371970358625,8.412872031375e-06,676.4779654419071,25.075190125513082
water_absolute,0,4,-0.08118886472630038,-5.194112974675731e-05,861.8064295720834,33.82418598052903
water_absolute,0,5,0.014132103217434633,9.038271293013613e-06,660.805539373809,35.44942741529478
water_absolute+momentum,0,1,-0.0436112694046642,-2.789081619060849e-05,627.81517131277,26.126328244039893
water_absolute+momentum,0,2,-0.02159900729263124,-1.3808265842135329e-05,433.24260899686936,15.359134097126892
water_absolute+momentum,0,3,-0.07064423802679205,-4.5182468408586565e-05,661.2753517986655,29.825887908415304
water_absolute+momentum,0,4,-0.08539044131339324,-5.4633604085283366e-05,853.6005264991122,35.32200501671709
water_absolute+momentum,0,5,-0.054605978296725276,-3.4925621080481866e-05,688.467408073411,30.69203408482705
