condition,n_seeds,energy_mae_mean,energy_mae_std,force_mae_mean,force_mae_std,mean_per_molecule_momentum_violation_mean,mean_per_molecule_momentum_violation_std,max_per_molecule_momentum_violation_mean,max_per_molecule_momentum_violation_std,final_epoch_mean,final_epoch_std,total_wall_seconds_mean,total_wall_seconds_std
water_absolute,6,2736.97529296875,6695.657827796449,1.8667810268700122,2.4520112978707056,132.0672641164313,172.90246530927473,2256.718221028646,2091.797915800536,48.0,0.0,12873.374139127942,13.572998667619993
water_absolute+momentum,6,3.7947713216145833,1.056108592281315,0.819797454526027,0.12786860985275614,51.41973030262937,6.544666229912437,1328.6271158854167,536.093752995336,48.0,0.0,26334.505206977326,28.35945957572387
