molecule,condition,n_seeds,energy_mae_mean,energy_mae_std,force_mae_mean,force_mae_std,energy_drift_mean_mean,energy_drift_mean_std,rollout_mean_max_abs_drift_eV_mean,rollout_mean_max_abs_drift_eV_std,rollout_mean_final_drift_eV_mean,rollout_mean_final_drift_eV_std,rollout_failure_rate_mean,rollout_failure_rate_std,structural_stability_score_mean,structural_stability_score_std,final_epoch_mean,final_epoch_std,total_wall_seconds_mean,total_wall_seconds_std,epochs_to_threshold_mean,epochs_to_threshold_std,global_step_to_threshold_mean,global_step_to_threshold_std,wall_seconds_to_threshold_mean,wall_seconds_to_threshold_std
aspirin,absolute,1,1.867719054222107,0.0,3.726170778274536,0.0,5.04134375,0.0,18.4875,0.0,1.646875,0.0,0.0,0.0,0.40278885066509246,0.0,0.0,0.0,5160.697830258869,0.0,0.0,0.0,10590,0.0,5160.697830258869,0.0
