experiment,variant,runner,dataset,molecule,system_type,model,epochs,batch_size,lr,delta_learning,embedding_dimension,num_layers,num_rbf,standard_checkpoint,physics_checkpoint,energy_mae_std,energy_mae_phys,force_mae_std,force_mae_phys,drift_cmp_std,drift_cmp_phys,rollout_fail_std,rollout_fail_phys,rollout_drift_std,rollout_drift_phys,optuna_study_dir,optuna_best_trial,optuna_best_value,best_model_path,val_total_mse_loss,test_total_mse_loss
aspirin_optuna_physics,optuna,optuna,MD17,aspirin,single,tensornet,10,32,0.000291063591313307,True,64,2,64,/home/lachmadh/projects/MDPinn/results/experiments/aspirin_optuna_physics/optuna/reference_standard/best_optuna_reference_standard.ckpt,/home/lachmadh/projects/MDPinn/results/experiments/aspirin_optuna_physics/optuna/aspirin_optuna_physics/trial_0000/checkpoints/trial_0000.ckpt,406754.34375,406752.46875,3.7582151889801025,3.132375955581665,8.666625,5.482875,0.0,0.0,17.5375,17.425,results/experiments/aspirin_optuna_physics/optuna/aspirin_optuna_physics,0,4645.984375,/home/lachmadh/projects/MDPinn/results/experiments/aspirin_optuna_physics/optuna/aspirin_optuna_physics/trial_0000/checkpoints/trial_0000.ckpt,4645.984375,
