condition,n_seeds,energy_mae_mean,energy_mae_std,force_mae_mean,force_mae_std,mean_per_molecule_momentum_violation_mean,mean_per_molecule_momentum_violation_std,max_per_molecule_momentum_violation_mean,max_per_molecule_momentum_violation_std,final_epoch_mean,final_epoch_std,total_wall_seconds_mean,total_wall_seconds_std
water_absolute,1,16059.903753662109,0.0,3.0046126119792462,0.0,138.40985896587372,0.0,1289.7349853515625,0.0,0.0,0.0,520.6525930901989,0.0
