condition,seed,energy_mae,force_mae,mean_per_molecule_momentum_violation,max_per_molecule_momentum_violation,final_epoch,total_wall_seconds
water_absolute,0,4.78211669921875,0.6355209738016129,41.92747789863497,1430.2706298828125,,
water_absolute,1,5.47530517578125,0.5755845815874636,47.412218225747345,1113.1329345703125,,
water_absolute,2,16.4993408203125,2.55557449311018,154.89083271622658,3032.348388671875,,
water_absolute+momentum,0,4.659521484375,0.6753090342506767,45.15618389267475,1902.70947265625,,
water_absolute+momentum,1,7.15556640625,0.6045048552565276,45.652631456125526,1161.9564208984375,,
water_absolute+momentum,2,6.71285400390625,0.613388593122363,38.460264063999055,1514.24853515625,,
