step,time_fs,temperature_k,min_dist_O-O,n_below_floor_O-O,min_dist_O-H,n_below_floor_O-H,min_dist_H-H,n_below_floor_H-H
0,0.0,283.0512087954508,2.6029534726513144,0,1.0623895514770993,0,1.3689245149207059,0
10,5.0,554.7372498005292,2.5620626121780354,0,0.8729923420059674,1,0.8606155019949402,2
20,10.0,819.0181365642908,2.525066671061741,0,0.6316466519085077,2,1.5079254448783403,0
30,15.0,1012.9005517616879,2.491613871681699,0,0.19477769664985337,3,0.7723002737149651,4
40,20.0,1040.0896105038266,2.4804035279592545,0,0.1428519072810018,1,0.9040942944073087,2
50,25.0,953.3159244713551,2.4795225294145675,0,0.381973677613616,3,0.9241762145138517,0
60,30.0,920.0150252866013,2.437929876993396,0,0.42904446575739513,2,0.9211854232653803,0
70,35.0,945.9137334017063,2.3867940023000864,0,0.48335607927075736,1,1.0115550645946112,0
80,40.0,1038.670053001419,2.3344147977097527,0,0.41905434307779893,2,0.8449236586641073,2
90,45.0,992.8492028658343,2.242528310179643,0,0.4589444933464852,1,0.9648446921037538,0
100,50.0,868.8486756920669,2.1650896846858023,0,0.542973541011191,2,0.7192347723321995,2
110,55.0,1017.1076754146104,2.1256053257620673,0,0.8315084842173343,1,0.6068414853141066,4
120,60.0,1076.9777099226972,2.0198905391074735,0,0.9153971737376753,1,0.6541158868396503,4
130,65.0,1156.3223148995633,1.9386768180001779,0,0.8314693536243449,2,0.37907081209389853,2
140,70.0,1085.8469986016962,1.8689949717062233,0,0.9383688819334595,1,0.2277990026163556,2
150,75.0,1158.8981673319768,1.8187625048074556,0,0.8884419831487491,2,0.47928878241244943,4
160,80.0,1157.9215225159567,1.7580756663989812,2,0.7901008374638125,2,0.8755861789233704,6
170,85.0,1165.4465609476138,1.7377973801193065,2,0.9906248148742527,0,0.8881928811964844,4
180,90.0,1101.6044872458992,1.7339955525598494,2,0.9787254294733199,0,0.9828579334052218,0
190,95.0,1130.944187183943,1.7016749271868439,2,0.9190754325142029,2,0.7540584807253824,4
200,100.0,1208.6326812283355,1.6867704867910636,2,1.0045743929730777,0,0.8653518105065724,2
210,105.0,1232.8880164288375,1.7378366472163809,2,0.8982547117289192,3,0.8124943527394098,4
220,110.0,1150.2240986475272,1.8226855814778546,0,0.9950266104423554,0,0.8884784955491581,2
230,115.0,1228.070397253849,1.79927095518526,0,0.9037832762210297,3,0.7457603323145106,4
240,120.0,1206.6795058889275,1.7044223335122348,4,0.9713024103071067,1,0.9225909884598792,0
250,125.0,1252.06942958339,1.6759969898231228,4,0.8379918333515946,3,0.825428167663878,6
260,130.0,1334.8607776834474,1.6366369763380197,4,0.9075921786211737,1,0.9792345803289578,0
270,135.0,1297.2205619360404,1.649470314282397,4,0.9291265620567182,2,0.8083284314080119,2
280,140.0,1383.300072375287,1.6555625792659208,4,0.845192629378825,5,0.8414616981679294,4
290,145.0,1275.799208884472,1.7160926238921381,2,0.9630087775219742,1,0.8401274820706022,2
300,150.0,1357.7468597448203,1.8078301268995869,0,0.9154400034736843,3,0.8112857692388535,8
310,155.0,1448.5344010881277,1.8056198223966125,0,0.9627724655694928,1,0.9748368324249954,0
320,160.0,1278.3529050045356,1.7058250375243438,2,0.9223592203600178,4,0.8035838829371017,4
330,165.0,1296.346646927017,1.6308387474114627,4,0.8900470355067687,3,0.9138143712548851,0
340,170.0,1245.1659741516867,1.5952745189246114,4,0.9375076704382299,2,0.8033833905206389,2
350,175.0,1539.209755088254,1.5394247309797449,4,0.86937977458213,4,0.8792955500569172,4
360,180.0,1564.8502191647933,1.5021507724153171,4,0.8375944992274285,2,0.9275502692462839,0
370,185.0,1472.4729407757422,1.470185729042949,4,0.8899939629335292,4,0.8602686185295121,2
380,190.0,1477.5284777542597,1.4530529246487718,4,0.936924747134512,1,0.9729692405795756,0
390,195.0,1551.4034406208746,1.4770409481893607,2,0.8855084217751189,4,0.8678388128546874,4
400,200.0,1545.9269341307272,1.494761738686874,4,0.8918894903644661,2,0.7915503630438285,4
410,205.0,1552.4490295640644,1.5465646608454917,4,0.856335115066953,2,0.9372169521720966,0
420,210.0,1607.0660260475636,1.4684865009313806,4,0.8589970489190363,3,0.8425134508982267,4
430,215.0,1548.0103235131824,1.4282628872115157,4,0.8387271888685413,2,0.9009709657134234,2
440,220.0,1569.6435755616858,1.4650561399207203,4,0.8997188843105165,2,0.8635357409236641,4
450,225.0,1667.2681231685292,1.5150718660817706,4,0.8845298341202189,2,0.9448973414023083,0
460,230.0,1665.0996259749536,1.6269138315396134,4,0.817959163139265,3,0.8891931236675429,2
470,235.0,1619.3834153143193,1.6649719245751522,4,0.8652606992014262,3,0.9302745895328705,0
480,240.0,1614.4301778806876,1.6721281559734456,4,0.8436200148773931,3,0.9014542908384214,4
490,245.0,1692.6295675733263,1.5493432271615124,4,0.8658248476382708,3,0.7775609529929212,2
500,250.0,1818.4203166907416,1.455027314706526,2,0.8385841526263245,2,0.8908642367677174,2
510,255.0,1708.3762382369632,1.4055576019340152,2,0.8379148393300586,2,0.8893837923410249,2
520,260.0,1816.2125015341817,1.43511708532485,4,0.9026151509289607,4,0.9428787168312589,0
530,265.0,1767.1088359727062,1.5263601648171834,4,0.8652105412413009,1,0.6044083120418775,6
540,270.0,1722.9514880210254,1.5922097469365266,6,0.8884723631343369,3,0.6322465535782454,2
550,275.0,1637.4591943472662,1.5660432648766855,4,0.9229556842706008,3,0.601809573567277,6
560,280.0,1527.428784918792,1.556850650237538,4,0.8739737028369087,4,0.6205537362981122,4
570,285.0,1804.8997590977613,1.6122697229977572,6,0.9105144780597123,1,0.64834550731017,6
580,290.0,1732.2775475509222,1.6581114721761638,8,0.8895780331939923,4,0.6186281967867614,6
590,295.0,1684.2621664542776,1.5888230799221248,10,0.86052089234463,3,0.26239227917888663,10
600,300.0,1962.3507426348108,1.5099763880483004,8,0.924934014712761,1,0.5727407017862544,4
610,305.0,1824.9076924103988,1.4319977476465287,8,0.8985520642746726,2,0.6439058872312753,2
620,310.0,1668.7471406767345,1.4210550432190587,10,0.8675612185960732,2,0.6258287065541265,6
630,315.0,1719.34488978249,1.4696556007813366,12,0.9359593735973478,3,0.6224261459929674,10
640,320.0,1727.8963695873394,1.5688371139055803,12,0.9016217965156724,4,0.5395836758511672,4
650,325.0,1721.0107111471555,1.657498768297105,8,0.8774528789678032,1,0.20231156242020343,2
660,330.0,1883.044947110398,1.6741112967912473,8,0.8874668715045873,4,0.4151168749867649,2
670,335.0,1757.5487538374202,1.5550370459027136,4,0.9349326273343007,1,0.4199069321767012,8
680,340.0,1641.6416097895492,1.397348102671681,6,0.9139940969428918,2,0.4717144915395328,2
690,345.0,1703.4231566868211,1.3436825594519863,4,0.8903544279042701,5,0.4855801284646352,4
700,350.0,1638.2303013941207,1.3914338999019418,6,0.9307616465163553,3,0.8021610668023704,8
710,355.0,1706.4969163798228,1.4959446561941656,4,0.8293391705448305,4,0.9435162633401614,0
720,360.0,1722.2002549792865,1.4421401473458968,6,0.8489920641483043,1,0.8733434737215641,2
730,365.0,1703.3150153766544,1.3946862457774978,6,0.9118522676517659,2,0.8937058272812674,2
740,370.0,1897.1699501061564,1.4001204786351074,8,0.8955490239005219,4,0.9031699474933103,2
750,375.0,1771.7880322197097,1.4480468640180457,12,0.9379314180211451,2,0.7916310226827162,2
760,380.0,1753.4567106725347,1.543554531854726,14,0.8962401052657262,3,0.9250102803892242,0
770,385.0,1697.1237329556989,1.5056227311063322,16,0.8350328216992976,2,0.9016185484613417,2
780,390.0,1734.0540268388158,1.4308139720986712,16,0.9162623076124589,3,0.8872474933502686,2
790,395.0,1867.799786053993,1.3837066936348283,12,0.7422725649345725,4,0.901532700242781,4
800,400.0,1836.0730909150257,1.3250069675492517,12,0.8586756549285777,3,0.8608115950193225,4
810,405.0,1923.838131235586,1.3091267587978266,12,0.9322080214475056,3,0.8697887986490609,4
820,410.0,1884.8503602052485,1.3524245689496617,12,0.87852273315942,3,0.8924977378446415,2
830,415.0,1805.5867391711338,1.4207864509464188,12,0.9001476975959208,2,0.7999301436828024,6
840,420.0,1819.1686768561449,1.436343590916038,12,0.8699075947299478,4,0.9221038659968959,0
850,425.0,1774.4880935992328,1.2988294758237053,10,0.7863606088357278,2,0.8764305397830537,2
860,430.0,1745.8292356457007,1.1901474304822854,10,0.8888795872014391,5,0.9458266593547586,0
870,435.0,1944.935688849892,1.123629768321503,8,0.9198882291998551,2,0.8550431694063102,4
880,440.0,1894.4896417036286,1.1382565561340325,6,0.8837774441801117,3,0.9367644881761725,0
890,445.0,1892.564185915127,1.2244826552369739,8,0.8946113347488654,3,0.8807893507236938,2
900,450.0,1767.458050841127,1.3781315629296609,10,0.9120115422405415,4,0.8890299125965379,2
910,455.0,1866.218875305698,1.5124970935187463,14,0.9214733134239289,3,0.9089322037147886,0
920,460.0,1819.0187081488848,1.4420093187978504,12,0.8549110926991308,4,0.8476626924341313,4
930,465.0,1845.5949306075277,1.398563573074783,16,0.8478657876310648,5,0.9187104204654667,0
940,470.0,1774.2960111566367,1.3739379123277982,16,0.9413695247860207,2,0.888122875371467,2
950,475.0,1865.4408823502297,1.3465847037992857,20,0.9281218985434742,5,0.836495365594099,2
960,480.0,1862.1052181589287,1.2694015925080466,20,0.9288245609305603,4,0.9032944292103473,2
970,485.0,1920.410291164097,1.2959581409665972,18,0.9245898784046648,3,0.8871925555338281,2
980,490.0,1954.6837406757159,1.3508486948662344,18,0.8865102044698557,3,0.8502663162194065,6
990,495.0,1861.3166732487703,1.4733448379603957,14,0.939390217477877,1,0.8387842771099938,2
1000,500.0,1975.2485513824126,1.5950906923353334,12,0.8699740383024315,5,0.8609459458347671,2
1010,505.0,1887.0889001056398,1.659786489938492,12,0.8642460449843171,3,0.8379243441717902,10
1020,510.0,1975.3826395731373,1.6319856950308502,10,0.8811555294413839,3,1.0086445649550912,0
1030,515.0,1974.9727993651913,1.5665963517182655,10,0.8802419436416802,2,0.8454949234449667,6
1040,520.0,1823.5108985451961,1.541389301607847,8,0.9067563181672899,2,0.8800976791863488,4
1050,525.0,2068.8074663487737,1.5218328493345359,10,0.8375368797639511,3,0.8811295799391544,4
1060,530.0,1850.1249903001944,1.5491407568971725,10,0.9531948572363421,1,0.8849692302643932,2
1070,535.0,1979.2217329589107,1.5853849088042424,10,0.8835676723002214,5,0.8047063758096454,6
1080,540.0,1928.1827770911634,1.6623300527713811,8,0.8825869073051998,2,0.8632157217644755,2
1090,545.0,1831.1050134994753,1.7104943201015461,6,0.9048942815841826,4,0.8496581938878939,2
1100,550.0,1926.2304687429012,1.5938630761227814,4,0.9296407817000859,3,0.8512819710046482,6
1110,555.0,1857.400285741424,1.4446132777347693,6,0.9500372817171431,2,0.9279008789398442,0
1120,560.0,1917.6012710618018,1.3251072430027957,8,0.8967987025865667,2,0.8733607173429206,4
1130,565.0,1956.6954241960314,1.2998220043441928,8,0.9491726693892194,3,0.9115748852004344,0
1140,570.0,1979.9414378642778,1.359195523082739,8,0.9058399443545867,3,0.8424238407989117,4
1150,575.0,1897.5411727244364,1.4306898450924515,10,0.8653160194686533,2,0.7386919585688304,2
1160,580.0,1868.3330693785174,1.5530098272979198,14,0.9051091709856891,3,0.913226336158152,0
1170,585.0,1871.8938202071088,1.547077680651487,16,0.9296684237072804,1,0.9450850579473246,0
1180,590.0,1855.0142991821863,1.464830995369684,12,0.859993250912055,4,0.8763236676297015,4
1190,595.0,1776.6352993644393,1.41371561987097,10,0.9622793940803169,1,0.9502200814844868,0
1200,600.0,1924.8694355730618,1.3971566883667648,10,0.8438809791731746,5,0.7916486105885975,2
1210,605.0,1941.8500676694725,1.4142044307258597,10,0.9333670392785464,2,0.8100557318477983,2
